Date,Price ($),30Ravg ($),AIL Demand (MW)
12/07/2018 09,36.86,57.94,10991
12/07/2018 10,57.05,57.92,10967
12/07/2018 11,53.05,57.9,10968
12/07/2018 12,53.05,57.87,10957
12/07/2018 13,53.05,57.87,10925
12/07/2018 14,57.17,57.86,10871
12/07/2018 15,53.05,57.85,10863
12/07/2018 16,53.05,57.83,10826
12/07/2018 17,47.15,57.8,11030
12/07/2018 18,41.93,57.67,11205
12/07/2018 19,37.68,57.62,11037
12/07/2018 20,57.24,57.58,10963
12/07/2018 21,88.35,57.62,10807
12/07/2018 22,69.79,57.6,10605
12/07/2018 23,35.44,57.54,10368
12/07/2018 24,52.41,57.5,10100
12/08/2018 01,43.68,57.47,9872
12/08/2018 02,47.48,57.45,9759
12/08/2018 03,44.39,57.42,9656
12/08/2018 04,49.59,57.4,9624
12/08/2018 05,43.54,57.37,9653
12/08/2018 06,42.36,57.31,9691
12/08/2018 07,33.25,57.23,9817
12/08/2018 08,33.08,57.16,10111
12/08/2018 09,33.64,57.08,10390
12/08/2018 10,49.97,57.01,10517
12/08/2018 11,48.54,56.93,10588
12/08/2018 12,33.3,56.85,10546
12/08/2018 13,33.26,56.78,10491
12/08/2018 14,33.25,56.72,10445
12/08/2018 15,33.25,56.67,10437
12/08/2018 16,33.25,56.64,10493
12/08/2018 17,42.69,56.51,10826
12/08/2018 18,52.21,56.39,11055
12/08/2018 19,33.27,56.36,10907
12/08/2018 20,33.24,56.33,10773
12/08/2018 21,33.24,56.31,10623
12/08/2018 22,37.98,56.28,10459
12/08/2018 23,33.71,56.26,10267
12/08/2018 24,46.52,56.24,10020
12/09/2018 01,54.72,56.25,9813
12/09/2018 02,38.16,56.25,9626
12/09/2018 03,33.26,56.25,9520
12/09/2018 04,33.25,56.25,9484
12/09/2018 05,33.25,56.25,9506
12/09/2018 06,33.25,56.24,9554
12/09/2018 07,32.68,56.2,9675
12/09/2018 08,31.72,56.16,9864
12/09/2018 09,32.98,56.11,10060
12/09/2018 10,33.25,55.65,10170
12/09/2018 11,33.25,55.15,10229
12/09/2018 12,33.24,54.9,10218
12/09/2018 13,33.25,54.88,10306
12/09/2018 14,33.4,54.88,10334
12/09/2018 15,33.25,54.88,10313
12/09/2018 16,33.25,54.86,10407
12/09/2018 17,33.26,54.85,10825
12/09/2018 18,33.27,54.84,11066
12/09/2018 19,33.46,54.84,10974
12/09/2018 20,35.67,54.84,10876
12/09/2018 21,34.4,54.83,10705
12/09/2018 22,36.82,54.81,10475
12/09/2018 23,33.27,54.79,10082
12/09/2018 24,38.06,54.78,9780
12/10/2018 01,43.72,54.77,9563
12/10/2018 02,33.38,54.76,9436
12/10/2018 03,33.25,54.73,9390
12/10/2018 04,32.52,54.7,9315
12/10/2018 05,32.2,54.67,9361
12/10/2018 06,32.58,54.64,9544
12/10/2018 07,32.77,54.61,9985
12/10/2018 08,32.67,54.56,10456
12/10/2018 09,32.99,54.5,10560
12/10/2018 10,37.87,54.44,10581
12/10/2018 11,33.98,54.41,10588
12/10/2018 12,44.47,54.35,10543
12/10/2018 13,33.26,54.27,10497
12/10/2018 14,33.25,54.19,10485
12/10/2018 15,33.25,54.13,10459
12/10/2018 16,42.35,54.02,10512
12/10/2018 17,40.31,53.87,10821
12/10/2018 18,61.6,53.88,11057
12/10/2018 19,66.02,53.81,10902
12/10/2018 20,60.55,53.62,10797
12/10/2018 21,54.85,53.59,10670
12/10/2018 22,37.52,53.51,10409
12/10/2018 23,32.47,53.44,10030
12/10/2018 24,30.91,53.36,9698
12/11/2018 01,34.26,53.29,9461
12/11/2018 02,33.25,53.24,9347
12/11/2018 03,32.97,53.2,9322
12/11/2018 04,33.25,53.18,9323
12/11/2018 05,33.26,53.14,9360
12/11/2018 06,33.26,53.11,9583
12/11/2018 07,32.17,52.98,9996
12/11/2018 08,31.57,52.9,10452
12/11/2018 09,33,52.82,10613
12/11/2018 10,33.2,52.75,10561
12/11/2018 11,50.47,52.72,10564
12/11/2018 12,60.22,52.7,10546
12/11/2018 13,33.25,52.63,10495
12/11/2018 14,44.03,52.59,10519
12/11/2018 15,49.01,52.5,10523
12/11/2018 16,50.17,52.42,10618
12/11/2018 17,49.91,52.35,10914
12/11/2018 18,47.79,52.27,11076
12/11/2018 19,47.05,52.2,10980
12/11/2018 20,43.23,51.82,10869
12/11/2018 21,53.99,51.8,10683
12/11/2018 22,48.24,51.77,10447
12/11/2018 23,46.07,51.74,10055
12/11/2018 24,36.97,51.71,9696
12/12/2018 01,33.26,51.69,9467
12/12/2018 02,33.62,51.69,9346
12/12/2018 03,33,51.69,9293
12/12/2018 04,32.83,51.69,9293
12/12/2018 05,32.88,51.69,9313
12/12/2018 06,38.62,51.68,9475
12/12/2018 07,37.83,51.65,9910
12/12/2018 08,46.92,51.64,10415
12/12/2018 09,54.77,51.64,10557
12/12/2018 10,70.86,51.66,10440
12/12/2018 11,67.89,51.67,10452
12/12/2018 12,43.56,51.65,10456
12/12/2018 13,35.38,51.62,10434
12/12/2018 14,33.25,51.6,10454
12/12/2018 15,33.26,51.57,10518
12/12/2018 16,32.99,51.54,10637
12/12/2018 17,33.11,51.5,10926
12/12/2018 18,33.25,51.43,11031
12/12/2018 19,33.1,51.39,10872
12/12/2018 20,32.78,51.35,10822
12/12/2018 21,37.21,51.31,10699
12/12/2018 22,39.51,51.29,10459
12/12/2018 23,37.81,51.29,10098
12/12/2018 24,33.01,51.27,9770
12/13/2018 01,33.63,51.26,9565
12/13/2018 02,31.84,51.24,9419
12/13/2018 03,40.89,51.25,9296
12/13/2018 04,32.98,51.24,9287
12/13/2018 05,33.26,51.24,9320
12/13/2018 06,39.19,51.25,9503
12/13/2018 07,33.01,51.24,9918
12/13/2018 08,35.65,51.25,10410
12/13/2018 09,47.65,51.27,10569
12/13/2018 10,72.78,51.32,10489
12/13/2018 11,68.63,51.37,10478
12/13/2018 12,55,51.4,10444
12/13/2018 13,46.19,51.42,10427
12/13/2018 14,42.99,51.43,10441
12/13/2018 15,39.36,51.44,10439
12/13/2018 16,37.98,51.45,10463
12/13/2018 17,57.87,51.47,10716
12/13/2018 18,70.96,51.5,10830
12/13/2018 19,59.17,51.51,10734
12/13/2018 20,53.05,51.52,10685
12/13/2018 21,45.51,51.53,10556
12/13/2018 22,40.96,51.53,10391
12/13/2018 23,37.5,51.54,10047
12/13/2018 24,34.04,51.54,9689
12/14/2018 01,32.95,51.54,9441
12/14/2018 02,33.01,51.54,9321
12/14/2018 03,31.85,51.54,9241
12/14/2018 04,31.75,51.54,9191
12/14/2018 05,33.14,51.54,9252
12/14/2018 06,35.73,51.54,9438
12/14/2018 07,32.39,51.54,9860
12/14/2018 08,32.88,51.54,10332
12/14/2018 09,41.51,51.55,10508
12/14/2018 10,33.25,51.55,10491
12/14/2018 11,33.26,51.55,10552
12/14/2018 12,38.32,51.56,10585
12/14/2018 13,47.71,51.58,10487
12/14/2018 14,41.3,51.56,10450
12/14/2018 15,40.45,51.55,10435
12/14/2018 16,39.93,51.52,10508
12/14/2018 17,39.67,51.51,10789
12/14/2018 18,33.96,51.49,10878
12/14/2018 19,33.25,51.47,10713
12/14/2018 20,33.25,51.46,10548
12/14/2018 21,33.49,51.45,10416
12/14/2018 22,35.02,51.45,10141
12/14/2018 23,33.04,51.45,9803
12/14/2018 24,32.42,51.45,9504
12/15/2018 01,31.7,51.44,9327
12/15/2018 02,30.61,51.44,9174
12/15/2018 03,29.98,51.44,9140
12/15/2018 04,31.67,51.43,9173
12/15/2018 05,31.59,51.43,9197
12/15/2018 06,31.41,51.43,9240
12/15/2018 07,30.48,51.42,9400
12/15/2018 08,31.12,51.4,9694
12/15/2018 09,31.55,51.38,9949
12/15/2018 10,33.09,51.33,10058
12/15/2018 11,33.17,51.2,10091
12/15/2018 12,32.99,51.05,10131
12/15/2018 13,32.99,51.05,10128
12/15/2018 14,32.99,51.05,10151
12/15/2018 15,32.43,51.04,10156
12/15/2018 16,33.11,51.03,10195
12/15/2018 17,33.13,51.03,10507
12/15/2018 18,33.08,51.03,10789
12/15/2018 19,33.06,51.03,10659
12/15/2018 20,33.2,51.02,10529
12/15/2018 21,33.19,51.01,10423
12/15/2018 22,32.99,50.99,10305
12/15/2018 23,33.76,50.99,10095
12/15/2018 24,47.36,51,9821
12/16/2018 01,33.64,51.01,9615
12/16/2018 02,36.92,51.01,9464
12/16/2018 03,49.14,51.03,9372
12/16/2018 04,47.49,51.06,9320
12/16/2018 05,37.27,51.06,9332
12/16/2018 06,33.15,51.06,9455
12/16/2018 07,32.85,51.06,9665
12/16/2018 08,31.75,51.05,9858
12/16/2018 09,32.89,51.04,10129
12/16/2018 10,32.99,51.03,10240
12/16/2018 11,33.23,51.01,10341
12/16/2018 12,33.25,50.96,10368
12/16/2018 13,33.25,50.88,10345
12/16/2018 14,33.25,50.81,10329
12/16/2018 15,33.22,50.77,10328
12/16/2018 16,33.17,50.74,10459
12/16/2018 17,34.56,50.69,10829
12/16/2018 18,33.65,50.62,11072
12/16/2018 19,33.25,50.56,10961
12/16/2018 20,33.25,50.5,10817
12/16/2018 21,38.27,50.34,10670
12/16/2018 22,33.94,50.27,10419
12/16/2018 23,33.25,50.19,10111
12/16/2018 24,33.71,50.01,9717
12/17/2018 01,31.75,49.95,9494
12/17/2018 02,31.75,49.92,9361
12/17/2018 03,31.74,49.89,9303
12/17/2018 04,31.72,49.88,9301
12/17/2018 05,30.56,49.86,9321
12/17/2018 06,31.74,49.85,9537
12/17/2018 07,27.34,49.83,9945
12/17/2018 08,30.02,49.83,10523
12/17/2018 09,33.22,49.82,10751
12/17/2018 10,33.25,49.76,10745
12/17/2018 11,33.18,49.72,10769
12/17/2018 12,33.25,49.7,10777
12/17/2018 13,33.06,49.7,10685
12/17/2018 14,33.02,49.69,10654
12/17/2018 15,33.25,49.69,10651
12/17/2018 16,33.25,49.68,10680
12/17/2018 17,36.4,49.68,10957
12/17/2018 18,43.05,49.68,11043
12/17/2018 19,33.25,49.67,10891
12/17/2018 20,33.26,49.66,10910
12/17/2018 21,35.08,49.66,10766
12/17/2018 22,33.25,49.65,10494
12/17/2018 23,33.81,49.65,10104
12/17/2018 24,30.71,49.64,9743
12/18/2018 01,33.25,49.63,9509
12/18/2018 02,32.67,49.63,9389
12/18/2018 03,30.38,49.63,9304
12/18/2018 04,27.95,49.62,9285
12/18/2018 05,31.75,49.62,9328
12/18/2018 06,31.75,49.62,9497
12/18/2018 07,31.73,49.62,9874
12/18/2018 08,32.42,49.62,10399
12/18/2018 09,34.2,49.62,10598
12/18/2018 10,33.25,49.61,10574
12/18/2018 11,33.25,49.6,10549
12/18/2018 12,33.25,49.57,10520
12/18/2018 13,33.2,49.55,10445
12/18/2018 14,33.15,49.54,10455
12/18/2018 15,33.25,49.53,10421
12/18/2018 16,32.99,49.5,10510
12/18/2018 17,33.15,49.42,10841
12/18/2018 18,33.08,49.33,10971
12/18/2018 19,32.14,49.24,10799
12/18/2018 20,31.75,49.15,10751
12/18/2018 21,31.95,49.06,10691
12/18/2018 22,32.6,48.99,10496
12/18/2018 23,29.32,48.94,10123
12/18/2018 24,30.99,48.9,9785
12/19/2018 01,31.74,48.87,9584
12/19/2018 02,31.87,48.85,9492
12/19/2018 03,33.24,48.83,9418
12/19/2018 04,33.24,48.82,9374
12/19/2018 05,33.24,48.8,9421
12/19/2018 06,33.24,48.78,9602
12/19/2018 07,32.93,48.74,10025
12/19/2018 08,36.21,48.67,10556
12/19/2018 09,41.47,48.64,10715
12/19/2018 10,33.31,48.61,10636
12/19/2018 11,34.9,48.59,10616
12/19/2018 12,33.25,48.54,10592
12/19/2018 13,33.25,48.51,10484
12/19/2018 14,32.29,48.48,10408
12/19/2018 15,33,48.46,10482
12/19/2018 16,33.25,48.45,10570
12/19/2018 17,32.87,48.43,10905
12/19/2018 18,33.15,48.42,11088
12/19/2018 19,32.99,48.42,10938
12/19/2018 20,33.07,48.42,10836
12/19/2018 21,33.24,48.41,10741
12/19/2018 22,33.14,48.41,10529
12/19/2018 23,32.62,48.41,10139
12/19/2018 24,32.8,48.41,9820
12/20/2018 01,33.24,48.4,9594
12/20/2018 02,32.45,48.4,9442
12/20/2018 03,32.69,48.4,9329
12/20/2018 04,33.25,48.4,9312
12/20/2018 05,36.7,48.4,9377
12/20/2018 06,36.82,48.41,9572
12/20/2018 07,47.67,48.43,10036
12/20/2018 08,38.56,48.42,10522
12/20/2018 09,43.01,48.39,10775
12/20/2018 10,41.16,48.36,10698
12/20/2018 11,41.57,48.34,10691
12/20/2018 12,45.16,48.33,10691
12/20/2018 13,49.49,48.32,10642
12/20/2018 14,41.55,48.3,10633
12/20/2018 15,37.73,48.29,10627
12/20/2018 16,33.14,48.26,10718
12/20/2018 17,33.12,48.22,11031
12/20/2018 18,33.24,48.08,11108
12/20/2018 19,31.83,48.03,10905
12/20/2018 20,31.74,47.99,10779
12/20/2018 21,32.69,47.97,10682
12/20/2018 22,39.15,47.97,10521
12/20/2018 23,41.47,47.97,10224
12/20/2018 24,33.31,47.96,9862
12/21/2018 01,31.37,47.93,9589
12/21/2018 02,27.14,47.9,9427
12/21/2018 03,27.1,47.89,9277
12/21/2018 04,27.1,47.88,9264
12/21/2018 05,27.18,47.88,9312
12/21/2018 06,29.98,47.87,9507
12/21/2018 07,29.48,47.85,9895
12/21/2018 08,34.18,47.83,10404
12/21/2018 09,34.37,47.81,10681
12/21/2018 10,33.25,47.79,10710
12/21/2018 11,33.25,47.78,10662
12/21/2018 12,38.11,47.77,10698
12/21/2018 13,35.31,47.74,10701
12/21/2018 14,35.52,47.72,10739
12/21/2018 15,42.19,47.71,10761
12/21/2018 16,45.17,47.71,10849
12/21/2018 17,48.24,47.69,11068
12/21/2018 18,52.8,47.65,11166
12/21/2018 19,42.3,47.61,11013
12/21/2018 20,34.82,47.58,10910
12/21/2018 21,37.38,47.56,10822
12/21/2018 22,38.24,47.57,10669
12/21/2018 23,54.07,47.6,10409
12/21/2018 24,45.09,47.62,10119
12/22/2018 01,43.54,47.63,9885
12/22/2018 02,36.97,47.64,9696
12/22/2018 03,41.67,47.65,9581
12/22/2018 04,40.58,47.66,9519
12/22/2018 05,38.66,47.67,9525
12/22/2018 06,39.66,47.66,9607
12/22/2018 07,37.68,47.64,9745
12/22/2018 08,33.25,47.62,9985
12/22/2018 09,36.07,47.6,10323
12/22/2018 10,39.01,47.59,10426
12/22/2018 11,42.96,47.58,10514
12/22/2018 12,44.6,47.6,10532
12/22/2018 13,44.32,47.61,10487
12/22/2018 14,40.89,47.62,10479
12/22/2018 15,38,47.6,10444
12/22/2018 16,33.25,47.59,10472
12/22/2018 17,40.16,47.59,10806
12/22/2018 18,50.81,47.61,11058
12/22/2018 19,42.73,47.61,10959
12/22/2018 20,42.88,47.6,10826
12/22/2018 21,41.41,47.59,10726
12/22/2018 22,37.52,47.59,10603
12/22/2018 23,35.61,47.6,10357
12/22/2018 24,48.89,47.61,10115
12/23/2018 01,40.11,47.6,9908
12/23/2018 02,33.63,47.59,9767
12/23/2018 03,33.24,47.59,9707
12/23/2018 04,33.24,47.57,9661
12/23/2018 05,33.25,47.55,9622
12/23/2018 06,33.24,47.53,9679
12/23/2018 07,33.25,47.49,9791
12/23/2018 08,33.24,47.44,9981
12/23/2018 09,33.24,47.36,10165
12/23/2018 10,33.24,47.27,10297
12/23/2018 11,33.25,47.21,10437
12/23/2018 12,33.25,47.13,10514
12/23/2018 13,38.01,47.1,10515
12/23/2018 14,36.26,47.02,10488
12/23/2018 15,33.25,46.93,10469
12/23/2018 16,33.24,46.8,10516
12/23/2018 17,38.85,46.73,10889
12/23/2018 18,43.11,46.68,11086
12/23/2018 19,48.61,46.61,10979
12/23/2018 20,50.72,46.55,10926
12/23/2018 21,51.3,46.5,10824
12/23/2018 22,42.32,46.33,10682
12/23/2018 23,40.52,46.27,10424
12/23/2018 24,50,46.24,10107
12/24/2018 01,48.99,46.22,9924
12/24/2018 02,47,46.21,9808
12/24/2018 03,45.57,46.2,9729
12/24/2018 04,46.26,46.2,9764
12/24/2018 05,50.1,46.2,9785
12/24/2018 06,48.29,46.19,9916
12/24/2018 07,85.08,46.23,10129
12/24/2018 08,50.89,46.22,10373
12/24/2018 09,51.61,46.14,10635
12/24/2018 10,51.61,46.09,10765
12/24/2018 11,57.44,46.08,10847
12/24/2018 12,60.05,46.04,10885
12/24/2018 13,59.73,46.01,10802
12/24/2018 14,56.41,45.98,10781
12/24/2018 15,50.91,45.94,10733
12/24/2018 16,49.4,45.89,10808
12/24/2018 17,64.1,45.88,11025
12/24/2018 18,107.1,45.96,11023
12/24/2018 19,59.72,46,10865
12/24/2018 20,46.88,46.01,10698
12/24/2018 21,43.01,46.03,10576
12/24/2018 22,44.46,46.02,10505
12/24/2018 23,41.36,45.97,10355
12/24/2018 24,41.39,45.87,10117
12/25/2018 01,38.25,45.85,9850
12/25/2018 02,36.92,45.86,9679
12/25/2018 03,33.44,45.86,9580
12/25/2018 04,33.25,45.86,9567
12/25/2018 05,33.25,45.86,9579
12/25/2018 06,33.25,45.86,9642
12/25/2018 07,33.23,45.84,9750
12/25/2018 08,33.02,45.84,9935
12/25/2018 09,33.25,45.82,10155
12/25/2018 10,33.25,45.77,10256
12/25/2018 11,33.25,45.74,10310
12/25/2018 12,34.99,45.71,10351
12/25/2018 13,36.25,45.69,10353
12/25/2018 14,41.08,45.67,10358
12/25/2018 15,35.93,45.65,10346
12/25/2018 16,41.92,45.66,10411
12/25/2018 17,41.94,45.68,10618
12/25/2018 18,37.88,45.66,10668
12/25/2018 19,33.56,45.64,10468
12/25/2018 20,33.24,45.62,10348
12/25/2018 21,33.11,45.59,10279
12/25/2018 22,42.55,45.58,10217
12/25/2018 23,48.72,45.59,10039
12/25/2018 24,46.53,45.61,9812
12/26/2018 01,37.36,45.62,9627
12/26/2018 02,36.46,45.62,9524
12/26/2018 03,43.06,45.64,9470
12/26/2018 04,45.43,45.65,9454
12/26/2018 05,42.72,45.66,9494
12/26/2018 06,33.25,45.64,9578
12/26/2018 07,33.25,45.63,9738
12/26/2018 08,35.69,45.63,9934
12/26/2018 09,40.55,45.62,10133
12/26/2018 10,45.19,45.61,10233
12/26/2018 11,50.18,45.61,10410
12/26/2018 12,51.24,45.62,10460
12/26/2018 13,51.24,45.62,10464
12/26/2018 14,49.34,45.62,10430
12/26/2018 15,48.86,45.62,10418
12/26/2018 16,49,45.64,10460
12/26/2018 17,51.79,45.67,10728
12/26/2018 18,69.48,45.72,10931
12/26/2018 19,61.41,45.76,10820
12/26/2018 20,55.82,45.79,10746
12/26/2018 21,89.23,45.87,10601
12/26/2018 22,93.39,45.95,10450
12/26/2018 23,88.5,46.03,10216
12/26/2018 24,61.69,46.04,10025
12/27/2018 01,53.98,46.05,9890
12/27/2018 02,56.37,46.07,9786
12/27/2018 03,53.11,46.09,9736
12/27/2018 04,50,46.1,9712
12/27/2018 05,50.18,46.1,9700
12/27/2018 06,53.89,46.12,9849
12/27/2018 07,81.46,46.17,10073
12/27/2018 08,57.29,46.19,10412
12/27/2018 09,143.71,46.31,10600
12/27/2018 10,176.09,46.5,10690
12/27/2018 11,357.78,46.95,10749
12/27/2018 12,61.91,46.97,10895
12/27/2018 13,49.26,46.99,10904
12/27/2018 14,49.39,46.99,10866
12/27/2018 15,49.51,46.99,10835
12/27/2018 16,49.8,47.01,10898
12/27/2018 17,81.68,47.06,11013
12/27/2018 18,150.07,47.21,11074
12/27/2018 19,98.43,47.29,10958
12/27/2018 20,78.25,47.35,10909
12/27/2018 21,47.61,47.35,10837
12/27/2018 22,50.59,47.35,10680
12/27/2018 23,48.36,47.36,10426
12/27/2018 24,48.98,47.38,10188
12/28/2018 01,48.15,47.41,9932
12/28/2018 02,47.49,47.43,9799
12/28/2018 03,47.3,47.45,9724
12/28/2018 04,45.52,47.46,9714
12/28/2018 05,45.99,47.48,9794
12/28/2018 06,36.8,47.47,9915
12/28/2018 07,34.81,47.45,10212
12/28/2018 08,32.99,47.45,10519
12/28/2018 09,32.59,47.43,10725
12/28/2018 10,32.99,47.41,10750
12/28/2018 11,33.53,47.38,10755
12/28/2018 12,42.94,47.36,10842
12/28/2018 13,47.01,47.36,10844
12/28/2018 14,34.83,47.34,10816
12/28/2018 15,33.24,47.34,10772
12/28/2018 16,33.14,47.31,10777
12/28/2018 17,33.12,47.25,11011
12/28/2018 18,32.1,47.2,11094
12/28/2018 19,31.75,47.16,10995
12/28/2018 20,31.61,47.1,10884
12/28/2018 21,30.7,47.08,10726
12/28/2018 22,28.06,47.08,10532
12/28/2018 23,27.19,47.05,10299
12/28/2018 24,27.18,46.98,10053
12/29/2018 01,29.54,46.95,9851
12/29/2018 02,30.12,46.92,9680
12/29/2018 03,31.74,46.92,9586
12/29/2018 04,31.74,46.9,9541
12/29/2018 05,31.74,46.87,9529
12/29/2018 06,29.55,46.85,9565
12/29/2018 07,28.47,46.79,9701
12/29/2018 08,27.31,46.73,9951
12/29/2018 09,30.7,46.69,10201
12/29/2018 10,31.68,46.62,10322
12/29/2018 11,31.75,46.55,10449
12/29/2018 12,32.36,46.48,10500
12/29/2018 13,32.99,46.42,10492
12/29/2018 14,32.11,46.37,10407
12/29/2018 15,31.77,46.3,10362
12/29/2018 16,31.75,46.24,10390
12/29/2018 17,32.39,46.18,10658
12/29/2018 18,33.59,46.11,10895
12/29/2018 19,31.8,46.07,10781
12/29/2018 20,31.63,46.01,10622
12/29/2018 21,29.35,45.93,10521
12/29/2018 22,28.36,45.86,10394
12/29/2018 23,28.81,45.79,10192
12/29/2018 24,28.04,45.7,9968
12/30/2018 01,27.18,45.61,9789
12/30/2018 02,27.18,45.51,9654
12/30/2018 03,27.19,45.46,9568
12/30/2018 04,28.75,45.41,9524
12/30/2018 05,30.33,45.37,9529
12/30/2018 06,31.2,45.32,9578
12/30/2018 07,30.61,45.24,9724
12/30/2018 08,29.1,45.18,9867
12/30/2018 09,30.58,45.09,10082
12/30/2018 10,28.96,45.01,10187
12/30/2018 11,27.23,44.92,10351
12/30/2018 12,29.11,44.83,10459
12/30/2018 13,31.4,44.75,10540
12/30/2018 14,32.03,44.69,10578
12/30/2018 15,33.04,44.63,10637
12/30/2018 16,33.24,44.58,10761
12/30/2018 17,33.13,44.53,11004
12/30/2018 18,33.24,44.46,11195
12/30/2018 19,33.24,44.41,11171
12/30/2018 20,33.25,44.35,11051
12/30/2018 21,38.43,44.3,10833
12/30/2018 22,47.72,44.27,10690
12/30/2018 23,43.12,44.23,10448
12/30/2018 24,36.4,44.17,10193
01/01/2017 01,16.26,24.2,9480
01/01/2017 02,15.38,24.2,9326
01/01/2017 03,15.38,24.2,9252
01/01/2017 04,15.37,24.2,9175
01/01/2017 05,15.27,24.2,9125
01/01/2017 06,15.26,24.2,9144
01/01/2017 07,15.32,24.2,9202
01/01/2017 08,15.37,24.19,9363
01/01/2017 09,15.44,24.18,9550
01/01/2017 10,15.46,24.18,9641
01/01/2017 11,15.46,24.18,9734
01/01/2017 12,20.34,24.18,9826
01/01/2017 13,21.41,24.19,9879
01/01/2017 14,21.41,24.2,9932
01/01/2017 15,21,24.21,9894
01/01/2017 16,21,24.22,9982
01/01/2017 17,21.58,24.22,10305
01/01/2017 18,23.93,24.24,10682
01/01/2017 19,24.88,24.25,10620
01/01/2017 20,26,24.26,10511
01/01/2017 21,24.1,24.28,10403
01/01/2017 22,23.99,24.29,10236
01/01/2017 23,22.21,24.3,10048
01/01/2017 24,21.61,24.31,9845
01/02/2017 01,20.81,24.32,9634
01/02/2017 02,20.59,24.33,9482
01/02/2017 03,21.19,24.34,9409
01/02/2017 04,20.86,24.36,9371
01/02/2017 05,20.89,24.37,9439
01/02/2017 06,21.3,24.38,9541
01/02/2017 07,21.41,24.39,9774
01/02/2017 08,21.52,24.4,10003
01/02/2017 09,26.11,24.42,10242
01/02/2017 10,39.42,24.45,10361
01/02/2017 11,44.7,24.49,10488
01/02/2017 12,46.77,24.53,10548
01/02/2017 13,30.19,24.56,10543
01/02/2017 14,26.98,24.57,10562
01/02/2017 15,26,24.59,10536
01/02/2017 16,26.98,24.6,10631
01/02/2017 17,26.42,24.62,10889
01/02/2017 18,51.23,24.66,11207
01/02/2017 19,51.17,24.71,11109
01/02/2017 20,50.14,24.76,11051
01/02/2017 21,32.47,24.79,10976
01/02/2017 22,25.58,24.8,10725
01/02/2017 23,21.58,24.81,10392
01/02/2017 24,21.98,24.82,10138
01/03/2017 01,21.86,24.83,9903
01/03/2017 02,22.42,24.84,9788
01/03/2017 03,22.2,24.85,9673
01/03/2017 04,22.12,24.86,9682
01/03/2017 05,22.35,24.87,9751
01/03/2017 06,22.81,24.89,9928
01/03/2017 07,27.77,24.9,10297
01/03/2017 08,27.77,24.92,10692
01/03/2017 09,41.49,24.96,10988
01/03/2017 10,27.89,24.97,11011
01/03/2017 11,27.8,24.99,11015
01/03/2017 12,27.77,25.01,10994
01/03/2017 13,27.77,25.02,10978
01/03/2017 14,27.51,25.04,10951
01/03/2017 15,25.67,25.06,10941
01/03/2017 16,27.77,25.07,10956
01/03/2017 17,27.77,25.09,11132
01/03/2017 18,27.68,25.1,11378
01/03/2017 19,26.29,25.1,11295
01/03/2017 20,23.59,25.11,11160
01/03/2017 21,24.26,25.11,11024
01/03/2017 22,25.47,25.12,10778
01/03/2017 23,22.29,25.13,10436
01/03/2017 24,20.62,25.14,10101
01/04/2017 01,19.57,25.14,9881
01/04/2017 02,18.06,25.15,9733
01/04/2017 03,17.74,25.15,9644
01/04/2017 04,17.96,25.16,9614
01/04/2017 05,18.11,25.16,9618
01/04/2017 06,18.56,25.17,9776
01/04/2017 07,20.7,25.17,10155
01/04/2017 08,23.59,25.18,10569
01/04/2017 09,27.54,25.2,10723
01/04/2017 10,27.77,25.22,10721
01/04/2017 11,27.77,25.23,10705
01/04/2017 12,27.77,25.25,10683
01/04/2017 13,27.77,25.26,10662
01/04/2017 14,27.77,25.27,10652
01/04/2017 15,27.77,25.28,10652
01/04/2017 16,27.77,25.29,10705
01/04/2017 17,28.27,25.3,10942
01/04/2017 18,35.12,25.32,11254
01/04/2017 19,29.02,25.33,11100
01/04/2017 20,29.78,25.34,11003
01/04/2017 21,34.18,25.36,10858
01/04/2017 22,35.85,25.39,10619
01/04/2017 23,27.98,25.41,10257
01/04/2017 24,21.79,25.42,9955
01/05/2017 01,21.36,25.42,9700
01/05/2017 02,18.94,25.43,9564
01/05/2017 03,18.26,25.43,9488
01/05/2017 04,17.76,25.44,9475
01/05/2017 05,18.1,25.44,9496
01/05/2017 06,18.1,25.44,9639
01/05/2017 07,18.89,25.44,9998
01/05/2017 08,20.69,25.44,10410
01/05/2017 09,22.46,25.44,10604
01/05/2017 10,21.03,25.45,10573
01/05/2017 11,20.16,25.44,10610
01/05/2017 12,21.02,25.44,10644
01/05/2017 13,19.56,25.44,10643
01/05/2017 14,19.07,25.44,10643
01/05/2017 15,19.05,25.43,10636
01/05/2017 16,19.03,25.43,10667
01/05/2017 17,18.88,25.42,10912
01/05/2017 18,21.03,25.41,11219
01/05/2017 19,19.07,25.41,11074
01/05/2017 20,19.06,25.4,10898
01/05/2017 21,19.06,25.4,10782
01/05/2017 22,19.06,25.39,10602
01/05/2017 23,18.25,25.39,10275
01/05/2017 24,18.11,25.38,9949
01/06/2017 01,18.1,25.39,9731
01/06/2017 02,18.4,25.39,9616
01/06/2017 03,18.1,25.4,9576
01/06/2017 04,18.11,25.4,9553
01/06/2017 05,18.11,25.4,9583
01/06/2017 06,18.92,25.4,9834
01/06/2017 07,21.36,25.4,10169
01/06/2017 08,26.19,25.4,10602
01/06/2017 09,32.63,25.41,10867
01/06/2017 10,30.73,25.42,10915
01/06/2017 11,32.44,25.43,10958
01/06/2017 12,28.2,25.43,10999
